,评论,评分
3171,手机 外观 精美 漂亮   LCD 屏幕显示 清晰   色彩 饱和度 高   拍照 不错 夜景 提升   运行 流畅   玩游戏 很爽   续航 妥妥 用不完   手感 舒适   价格 实惠   非常 喜欢,1
3172,外观 不错 显示 效果 觉得 苹果 都 挺不错 续航 苹果 耐用 快充 挺不错 拍照 效果 提升 很大 特别 夜景 明显 看得出 速度 a13 无敌 玩游戏 很棒 刘海 哈哈哈哈 夸下 快递 小哥 态度 不错 物流 速度 京东 第一,1
3173,手机 到手 比较 兴奋 拆机 转移 数据 手机 发烫 划 几下 卡死 清理 后台 几天 感觉 不错 没 遇到 问题,1
3174,新入 苹果   真机 精致 美观 高贵 大气   拍照 效果 有所 提升   双摄 提升 质感   广角镜头 很帅     拍照 完美   苹果 系统 强大   顺手 流畅,1
3175,手机 收到 咯 手机 手里 手感 超级 舒服 屏幕 音效 真的 不错 拍照 效果 肯定 没 说 运行 速度 超快 待机时间 更快 手机 打开 老 手机 所有 东西 都 传输 新 手机 真的 物超所值 大爱,1
3176,苹果 特意 几天 评价 这次 真的 加量 加价 买 白色 感觉 大众 色 百搭 升级 处理器 摄像头 电池 最新 IOS13 性价比 真的 高 安排,1
3177,手机 说 真香 性能 真的 不错 激动 心 颤抖 得手 还 犹豫 买 买 犹豫 7p 11R 跨度 很大 款 手机 速度 很快 精巧 充电 一如既往 5v1 安 摄像头 没有 太 变化 倍 自拍 够用 正常 这款 手机 很快 吹 黑 运行 比较 流畅 起来 两款 说 不错 还 没 贵,1
3178,朋友 一人 手 个人感觉 白色 好看 颜色 纯属 喜好 机器 电池 顶用 长时间 音效 棒棒 苹果 运行 速度 不用 说,1
3179,苹果 手机 真香 运行 流畅 电池 比上 一代 提升 大黑 喜欢 绿色 真心 漂亮 拍照 比起 一代 提升 毕竟 摄像头,1
3180,外观 时尚 屏幕 效果 音效 比较 拍照 效果 运行 速度 很快 待机时间 还 行 比较 时尚 好看,1
3181,紫色 非常 难 现在 真不容易 苹果 转过 农村 电信卡 信号 还好 担心 信号 差 问题 到手 体验 终于 放心 方面 都,1
3182,物流 很快 试用 一段时间 反馈 手机 超广角 实用 6.1 屏幕 来说 刚刚 续航 能力 不错 外形 没有 想象 阿丑 yongdea 都 苹果 手机 打游戏 不卡 叽叽,1
3183,一个多月 第一批 买 颜色 真的 意外 玩 心跳 寄出 京东 快递 力 第二天 说 说 用机 感受 确实 惊艳 好看 手感 质感 特别 大小 来说 刚刚 黑边 公认 个人感觉 接受 总体 感觉 不错 苹果 6S 三四年 久 毕竟 苹果 稳定性 不可否认,1
3184,久违 流畅 续航 超级 长 iOS 超级 玩游戏 没 发热 激活 热 还,1
3185,紫色 超 漂亮 手感 特别 性价比 高 运行 速度 非常 电池 续航 时间 长 拍照 清晰 完美,1
3186,屏幕 分辨率 稍显 粗糙 取消 3d   touch 部分 功能 受 影响 方面 完美 速度 很快 支持 双卡 双待,1
3187,黑色 真的 非常 粘 指纹 以旧换新 买 128 代折 1270 元 加 补贴 300 最后 掏 5300 换 新 256gb 到手 黄色 上代 红色 图 看看 黑色 真的 看上去 干净 指纹 收集器 拍照 XR 领先 一大步 效果 挺 5499 入门 价 边框 很窄,1
3188,外观 蛮 好看 屏幕 特效 拍照 效果 清晰 运行 速度 蛮快 待机时间 蛮 次用 牌子 没用过 知道 质量 先 一段时间 到时候 再来 追评 目前 看着 蛮,1
3189,预想 中 更好 看 拿到 手 激活 安装 软件 设置 观察 电量 电池 耐用 几个 小时 现在 电量 百分之四十 app 速度 很快 音质 拍照 都 杠杠,1
3190,目前 没有 发现 致命 问题 总体 喜欢 8P 起来 天上 地下 区别 太 舒服 A13 强大 玩游戏 开高 帧 比起 手机 一丝丝 发热 真的 太棒了,1
3191,都 说 黑边 还好 套 黑边 有点 明显 不带 没什么 感觉                                         拍照 真的 力 双 音响 意外 新 系统 流畅 香,1
3192,屏幕 大小 非常 合适 老人家 苹果 系统 简单 操作 非常 合适 电池 耐用 没电 诺基亚 星期,1
3193,终于 满意 拍照 确实 手机号 样子 网上 说 不堪 手 感觉 不错 唯一 不好 充要 单独 购买,1
3194,一段时间 真的 很强 日常 看不到 卡 游戏 流畅 镜头 凸出 不高 IOS13 遇到 BUG 更新 修复 真香,1
3195,本来 想要 绿色 看 实体 机子 颜色 想象 中不太 买 白色 满意 没有 久 价格 注 经销商 便宜 唯一 问题 激活 机身 发烫 现在 一充 好像 续航 一点 满意 好评,1
3196,一段时间 系统 流畅 两圈 电池 续航 能力 挺 强 新手机 热门 绿色 最 爱 依旧 柠檬黄 真心 喜欢,1
3197,激活 有点 发烫 激活 烫 建立 缓存 拍照 像素 清晰 本来 想 买 紫色 没货 只能 买 白色 挺 好看 国行 正品 看 久 下手 待机 还 不错 一充 京东 购物 物流 很快 取货 还要 验证码 这点 确实 京东 自营 放心 信赖 京东 真的 不错 买 东西 还 选择 京东 自营 放心,1
3198,手机 收到 星期 几天 一点 毛病 没有 拍照 6sp 相比 确实 清晰 手机 续航 不错 中午 玩 晚上 10 点 都 电 充电 速度 还 算 手机 发烫 问题 没有 网上 说 吓人 激活 发烫 过后 一点 烫 流畅 满意,1
3199,外形 美观   女朋友 喜欢   速度 很快   显示 四号 发货   五号   颜色 挺 惊艳   手感 不错   相比之下 重   接受   拍照 还 没试   外形 美观   女朋友 喜欢   速度 很快   显示 四号 发货   五号   外观 惊艳   手感 一如既往,1
3200,机身 外形 一代 IPhone   XR 后盖 区别 增加 广角镜头 实用 新 夜景 模式 不错 发热 情况 还好 至少 感觉 Iphone   发热 情况 还好 说 一部 真香机,1
3201,货 收到   满心欢喜   角度 看   都 挺不错   起来 蛮 顺手 特别 物流   京东   没有   购买 商品 都 非常 满意   快递 不用说   不想 快递 电话 半天 不通 那种   拿到 手   拆开 看   非常 满意   图像 展示 效果   不分上下   非常 棒,1
3202,苹果 手机 高端 大气 上档次 系统 流畅 屏幕 清晰 电池 耐用 苹果 实质性 提高 价格 还行 接受 范围 便宜 一千 更好 先 好评,1
3203,真心 不错 还 程序 没 弄懂 慢慢 琢磨 反正 挺 好看 外观 100 分 绿色 真 好看 质量 接收 信号 网络 挺 京东 物流 一如既往 还 没货 19 号 看到 有货 说 20 号 发货 收到 真 开心 还 久 才能 抢到 反正 挺 喜欢 苹果 手机 久,1
3204,提前 预定 20 日 下午 三点 收到 京东 物流 点赞 很快 稳妥 开 包装 一切正常 非常 熟悉 样子 激活 挺 费劲 新品 天 上市 激活 量 造成 激活 服务器 佣 堵 无法 连接 非常 耐心 三个 小时 时间 里 激活 马上 放弃 突然 成功 激活 激活 过程 机身 发热 运行 流畅 这次 提升 最大 照像 功能 杠杠 滴 年 iPhone   退休,1
3205,挺 终于 从果 换 新手机 呜呜 两个 手机 放 一块 数据 直接 传输 不用 登陆 方便,1
3206,快递 递 很快   早上 拿到 激动   还 纠结 颜色   最后 觉得 白色 最 耐看   对象 白色 xr   凑 一对   是从 换   续航 能力 很强   里面 功能 强大   爱,1
3207,特别 漂亮 好用 流畅 拍照 很赞 感谢 快递 小哥 帮着 操作 备份 7.30 10.00 晚上 连饭 都 没 吃 留在 我家 吃饭 真是太 敬业 超级 耐心 老公 送 回家 希望 未来 一切顺利,1
3208,电池 提升 新手机 都 不错 信号 一如既往 没有 安卓 没有 刘海 最 喜欢 透明 外观 犹如 满血 复活 少女 版 神秘 感觉 画 清晰 都 快花 看看 新机,1
3209,物流 很快 赞 新机 紫色 亮 开机 设置 时 机身 发热 设置 很快 起来 流畅 非常 不错,1
3210,非常 不错 购物 体验 京东 小哥 力 新疆 三天 发行 日 当天 发货 不错 苹果 手机 七年 京东 买 买 三次 苹果 都 这次 13 仿生 系统 力 速度 很快 超越 以往 所有 手机 唯一 遗憾 3D   touch 取消 三年 习惯 可惜 继续 支持 京东 希望 京东 越做越,1
3211,经常 京东 买 东西 都 买 吃 面包 饼干 薯片 饮料 电子产品 手机 电脑 品质 京东 小哥 送货上门 热情 服务到位 售后 保障 这是 第一次 京东 买 内衣 短裤 前段时间 还 买 套套 买 两 大盒 一个多月 完 累 质量 都 不错 超市 店里 便宜 好多 价格 实惠 买 短裤 活动 买 便宜 尺码 刚刚 偏瘦 型 穿 正好 型 舒服 透气 会晤 蛋蛋 穿 整个 都 凸起来 鼓鼓的 女朋友 看 直 流口水 现在 买 烤箱 经常 孩子 做些 面包 蛋挞 好吃 卫生 短裤 没有 失望 京东 品质 赞赞 赞赞赞 赞赞 赞赞 赞赞 赞赞 赞赞 赞赞赞,1
3212,换 新机 打算 买 xr 新机 合适 喜欢 白色 好看 女生 果粉 一枚 机心 省 果粉 懂得,1
3213,手感 运行 流畅 信号 还 行 外观 很漂亮 紫色 骚气 男女 通吃 京东 物流 很快 第二天,1
3214,手机 物流 力 下午 送过来 平时 京东 自营 都 第二天 今天下午 比较 惊喜 手机 收到 迫不及待 打开 手机 黑 稍微 一点点 整体 特别 影响 手机 运行 速度 流畅 手机 用电 还 没有 尝试 太 差 配上 充头 整体 比较 新手机 真的 喜欢 一次性 买 两个 对象 一人 情侣 手机 起来,1
3215,手机 习惯 感觉 非常 好看 发热 问题 没有 网上 手机 流畅 玩 大型 游戏 毫无 压力 手机 广角 拍摄 能力 真的 厉害 推荐,1
3216,外观 非常 漂亮 音效 非常 拍照 效果 不错 运行 速度 待机 屏幕 比较 清晰度 比较 高,1
3217,款 手机 心仪 久   发货 速度 很快   上午 拍 晚上 收到   太 开心   iPhone11 这款 手机 升级 配色 屏幕 做 程度 提升     颜值 高     没有 渐变色 选择   iPhone11 边框 很大     舒服     屏幕 像素 排列 方式 拍照 效果     满意 款 手机   满意 京东 物流 服务,1
3218,感觉良好 机身 设计 完美 昨天下午 刚上 手 iPhone 效果 现在 问题 听歌   打游戏 时 手机 有点 发烫 先 几天 看看 还 烫 烫,1
3219,手感 速度 都 系统 强大 一段时间 评论 支持 习惯性 好评,1
3220,头 买 第二天 到货 京东 真的 神速 手机 壳 套 家里 老头 不用 买 最高 配 基础 家用 电话 5g 买 两个 手机 再添 华为 倍 棒,1
3221,忠实 果粉 iphone11 一出 预定 直接 20 号 第一批 拿到 手 先 说 说 选择 白色 不选 新出 配色 紫色 绿色 喜欢 传统 颜色 说 拿到 新机 感受 款 手机 相对 xr 来说 的确 起来 舒服 真的 很棒,1
3222,外观设计 风格 独特 屏幕 音效 真的 不错 想象 中 运行 速度 比较 没有 烫手 感觉 色彩鲜艳 艳丽 大小 适中 价钱 接受 多年 果粉 苹果 产品 情有独钟 非常 满意 部手机 京东 自营 商品质量 值得 信赖 拥有,1
3223,7p 换   总体 感觉 看 评论 说 传输 系统 会发 烫 想 说 个例 高速运转 正常 传输 7p 烫 一倍 萝卜青菜 各有所爱 喜欢 苹果 界面 感 京东 物流 很快 没 钱 买不起 摄像头 方   尺寸 来说 合适 需要 适应 一阵 建议 版 挺值 换 失望,1
3224,不错 不错 非常 外观设计 还 行 拍照 效果 不错 运行 速度 很快 面部 识别 灵敏 手机 发热 程度 不像 说 热 接受,1
3225,当天 购买 当天 到货 屏幕 占 很大 换机 数据 传输 非常 方便 电池 续航 能力 超强 夜间 拍照 模式 xs   还要 牛 音效 很大 提升,1
3226,从安卓 换回   真的 好用     没有 所说 特别 发烫   王者 吃 鸡 高 帧 率 特别 流畅 烫   京东 快递 速度 确实 很快     喜欢 苹果 拍照 比较 真实 一点   安卓 色彩 比较 艳丽 习惯,1
3227,特别 幸运 抢到 紫色 256G 京东 不用 加价 谱 紫色 真的 柔和 想要 玻璃 感觉 特别 剔透 适合 女孩子 外观 这款 价格比 便宜 之外 还加 双摄 双卡 双待 广角 视网膜 屏 真的 都 加 分项 强大 夜景 人像 模式 据说 真的 还 厉害 性能 慢慢 观察 发现 送货 小哥 极其负责 家人 签收 还 反复 核实,1
3228,发布 觉得 外观 超级 丑 顶 硕大 鸭梨 买 回来 还 挺 好看 买 看 好久 评价 买家 秀 说 男生 紫色 好看 感觉 紫色 手里 别扭 想 买个 套套 遮住 最 最最 重要 问题 信号 真的 无语 无语 差,1
3229,不错     性价比 高     颜色 好看 张扬     手上 xsmax 相比     厚     黑边 宽   总体 感觉 不错     两个 手机 都 京东 买     高,1
3230,打开 包装 瞬间 惊艳 红色 质感 简直 手机 运行 速度 更是 没话说 一如既往 流畅 摄像头 力 赞,1
3231,新 机子 很快 买 俩 紫色 媳妇儿 红色 觉得 喜庆 回家 晚 还 没 拆封 感觉 很重 本人 支持 华为 手机 原先 是从 6SP 换到 华为 华为 机子 硬件 来说 真不错 没 说 无奈 真的 喜欢 安卓 系统 感觉 没 简洁 顺手 这次 媳妇儿 换 手机 跟着 换 一台 喜欢 苹果 操作系统 减配 版 IPHONE 足够,1
3232,非常 完美 特别 拍照 苹果 4s 用到 忠实 粉丝 苹果 拍照 最大 优点 真实 这点 没有 改变 优化 手机号 id 简单 忘 非常 棒 人间 id 真的 强大 满满的 优秀 喜欢 哈哈哈,1
3233,柠檬黄 挺 好看 稍微 一点点 发热 接受 挺 流畅 舒服 待机时间 3.50 小时 30 电 满意,1
3234,手机 运行 完美   激活 没有 网上 说 夸张   一次性 激活   没有 遇见 发热 现象   京东 值得 信赖,1
3235,很香   续航 很棒   都 说 绿色 好看   选择 紫色   见 朋友 绿色   颜色 都 清亮   浅 颜色,1
3236,看 不好 评论 心情 真的 纠结   到手 反复 查看 外观   开机 激活   下载速度 表现 都 不错   真的 喜欢 开心,1
3237,第一次 京东 以旧换新 服务 特别 谱 服务 规范 卖 二手 省心 最 重要 补贴 新机 第一 时间 收到 外观 见仁见智 做工 苹果 是不是 抱 太 吹毛求疵 心态 购买 相信 都 满意 这次 升级 最大 拍照 苹果 老 用户 首次 夜景 拍摄 超广角 非常 实用 两个 功能 deep   fusion 更好 弥补 像素 缺点 呈现 精细 画面 待机 惊喜 手机电池 健康 度 88 两冲 现在 满电 还 剩 30 非常 满意 综上 这是 愉快 购物 体验,1
3238,京东 配送 真是 新 苹果 上市 第一天 送到 第一 时间 体验 iphone11 魅力 旧 苹果 手机 资料 直接 无线 传输 新手机 里 真是 方便 第三 A13 速度 真是 弥补 没有 5G 遗憾 最后 ios13 看上去 变化 功能 增强 新 苹果 喜欢,1
3239,想 买 XR 价格 还 亲民 大小 屏幕 双卡 都 符合 要求 发售 当天 买 选 一眼 看中 紫色 好看 速度 很快 目前 没什么 问题 待机时间 很长,1
3240,对不起 太香 没有 乱七八糟 问题 舒服 纠结 华为 觉得 mate30pro 非常 棒 考虑 手机 生态 选择 苹果 都 很棒 纠结 很久很久,1
3241,非常 好比 想象 好看 还 一点 黑边 想象 一点 还 挺 好看,1
3242,手机 xr 包括 手感 继续 买 红色 很漂亮 拍照 效果 续航 超足 妥妥,1
3243,22 号 早上 八点 下单 下午 三点 收到 很快   手机 收到 喜欢   紫色 漂亮   发热 还 行   没有 说,1
3244,7P 换过来 真的 顺畅 很多很多 搭配 iOS   13 真的 非常 好用 王者 没有 网上 说 发烫 信号 7p 差别 没有 网络 差 感觉,1
3245,真香 警告 京东 物流 真的 没话说 晚上 第二点 早上 送到 真的 8plus 现在 换 手 效果 特别 感觉 屏幕 效果 没有 8p 买 便宜 总体 很棒 双卡 双待,1
3246,手机 不错 送货 很快 手感 触摸 很快 不错 性能 感觉 都 提升 拍照 高清 广角 拍摄 不错,1
3247,外观 紫色 非常 喜欢 淡淡的 耀眼 拍照 效果 不愧 双 摄像头,1
3248,喜欢   屏幕 宽大   省 电   很赞   声音   拍摄 效果   明亮 清晰,1
3249,一段时间   认真 评价 买 看 评论 说 激活 烫   打游戏 烫 没有 遇到 这种 情况   玩 吃 鸡 没有 发烫 待机时间 很棒   音质 炒 鸡,1
3250,京东 物流 真当 力 下单 第二天 早上 收到 一两个 星期 整体 来说 这次 ipone 非常 值得 购买 拍照 录制 视频 方面 很大 提升 8p 更新 犹豫 刘海 屏和大 边框 手拿着 感觉 大小 重量 手感 都 相当 完美 真香 定律 完美,1
3251,机器 外观 特别 质感 沉甸甸 大屏 看着 舒服 运行 流畅 画面 细腻 信号 推荐 购买,1
3252,帮 朋友 买 隔天 外包装 完好无损 说明 里边 手机 包装 完好 打开 包装 看到 手机 完好 外观 看上去 不错 屏幕显示 效果 很棒 看 没什么 问题 朋友 感觉 厚 系统 流畅 推荐 购买 五星 好评,1
3253,孩子 买 非 最新款 确实 老款 摄像 清楚 喜欢 系统 软件 局限 太 现在 孩子 攀比 心真 太重 没 办法,1
3254,京东 物流 棒棒 哒 没想到 当天 太 意外 太 开心 手机 真的 特别 花 多钱 感觉 挺 京东 物流 手机 昨晚 应用软件 感觉 还 电池 热 费电 反正 感觉 特别,1
3255,手感 非常 几天 评价 待机时间 长 非常 非常 省 电 全新 功能 高大 非常 喜欢,1
3256,贴 膜 套 壳 体验 真的 没有 遇到 发热 问题 断网 初始化 网络 设置 恢复,1
3257,早就 想 买 iPhone   本来 想 买 xr   正好 等到 发布   买   手 手感 还   毕竟 价位 摆在   手机 流畅   手机 流畅 好多   摄像 提升   对得起 我花 多钱   下次 换 考虑 iPhone,1
3258,手机 不错       反应速度快           pro     最后 买 黑色 喜欢 电池 耐用 包装 快递 很快 赞,1
3259,手机 很快 物流 速度 满意 有点 发热 升级 没有 发热 情况,1
3260,老公 买 哒 新款 摄像头 吐 槽 还 老公 手拿着 正好 京东 快递 物流 预定 很快 到手,1
3261,白色 好看 象牙白 那种 京东 买过 两个 苹果 两个 华为 手机 帮别人 买 都 很棒 京东 自营 手机 没 问题 白色 颜值 高 买 苹果 冲着 系统 没什么 可说,1
3262,买来 送给 女朋友 想着 惊喜 头天 晚上 买 第二天 早就 收到 送货 速度 很快 红色 适合 女孩子 女朋友 讲刚 开机 有点 发烫 苹果 感觉 大小 正好 适合 女生 运行 速度 很快 开心,1
3263,竟然 长时间 缺货 凑齐 全家福   不错 夜拍 不错 总体 来说 Pro 自然 差点 没有 十全十美 手机 喜欢,1
3264,紫色 超 好看 本来 买 红色 男生 感觉 紫色 好看 还 特地去 实体店 看 音质 流畅,1
3265,老公 一人 买 一台 红色 白色 比较 喜欢 经典 款 半天 喜欢 外观 7p 一号,1
3266,家里人 买 这次 苹果 代 性价比 真的 部手机 中 最 值得 买 外形 外观 以往 iphonex 类似 手 感觉 不错   握持 舒服 没有 割 手感 屏幕显示 效果 a13 处理器 运行 速度 快得 起来 没有 卡顿 系统 独特 后台 机制 推送 服务 真的 回不去 安卓 非常 棒 快递 速度 很快 第二天,1
3267,苹果 外观 漂亮 买点 喜欢 紫色 拍照 6plus 清晰 整体 感觉 没有 6p 屏幕 6p 喜欢 设置 期 期间 电池 烫手 回复 正常 希望 介绍 果粉 失望 最后 赞下 送货 师傅 送货 服务态度,1
3268,绿色 没货 买 红色   收到 发现 意外 好看   手 滑掉 地上 真的 太棒了   相机 像素 明显 高   目前为止 没有 问题   点赞,1
3269,正面 没 想象 丑 速度 钢钢 非常 不错 续航 买 18 瓦 充电器 一个多 小时 充满 不错,1
3270,想 说 挺 散热 不行 开机 烫手,1
3271,运行 速度 非常 屏幕 音效 挺 拍照 效果 还,1
3272,屏幕 音效 还 行 外形 外观 习惯 黑边 待机时间 还 行 特色 屏幕 素质 不错 拍照 效果 还 行 运行 速度,1
3273,拍照 效果 运行 速度 挺快 屏幕 音效,1
3274,这么久 说 心得 外形 手感 xr 同级 xr 黑边 见 窄 相机 方面 100 分 无可挑剔 运行 速度 毕竟 13 处理器 跟上 一代 优势 很大 待机时间 基本操作 玩游戏 情况 每天 充 次店 够用 看 价位 跟上 一代 5999 全是 良心 价了 总体 来说 满意,1
3275,果粉,1
3276,颜值 太高   无论是 拍照 音效   都 特别   运行 速度 很快   电池 持久   再也 不用 天天 充电 宝,1
3277,起来 不错 需要 学习 摸 拍照 效果 确实 不错,1
3278,没有 网上 说 发热   信号 正常   很香,1
3279,信赖 京东     正品 保证     白色 漂亮,1
3280,性价比 高 一款 手机 黑色 黑亮 黑亮 超级 好看 耐看 拍照 我要 好好 说 前置 超 清晰 美美 照骗 哈哈哈 夜景 拍 还原 度 高 电池 超 耐用 都 价格 亲民 姐妹 总体 来说 说 完美 买 买,1
3281,特别 快速 感觉 还会 继续 看看 喜欢 购买 棒棒 哒,1
3282,手机 真的 不错 苹果 产品 发货 颜色 xr 好太多 13 系统 不错 carplay 效果 12 系统 太 信号 格 现在 都 一格 推荐 朋友 下次 还会 光顾,1
3283,京东 快递 一如既往 买 明天 评价 苹果 外观 很漂亮 电池 续航 能力 很强 系统 运行 速度 很快 拍照 效果 清晰,1
3284,颜色 非常 喜欢 清新   手感 特别 重   分量   音质 感觉 提升   拍照 效果 还 没有 试   总体 来说 比较 符合 价位,1
3285,起来 挺   京东 买 快递 很快   昨晚   第二天 早上 收到   京东 物流 简直 没话说 买 东西 京东 手机 手感 挺   摄像 广角 可调 聚   晚上 夜景 还 没有 试   今晚 拍 追评 本来 想 买 绿色   可惜 断货 黑色 挺 好看,1
3286,6sp 换过来 很快 适应 这次 摄像头 升级 非常 给力 电池 续航 足够 中度 总体 来说 满意,1
3287,一如既往 性能 很能 明显 感觉 扬声器 音效 优化 效果 打游戏 听歌 音效 都 机身 背面 光面 手感 喜欢 都 ok,1
3288,观望 好久 想 买 绿色 双十 没有 活动 天 偶然 发现 绿色 货 果断 剁 手 买 老公 第二天 收到 七八年 苹果 系统 习惯 资料 转移 特别 方便快捷 屏幕 触摸 手感 大小 合适 非常 满意 最 关键 老公 喜欢,1
3289,好比 部 好多 特别 拍照 更加 清晰 待机时间 长 辅助 触控 感觉 还 没 8p,1
3290,起来 真的 太 流畅 待机时间 很长 颜色 喜欢 红色 拍照 清晰度 高 整体 都 贵有 贵 价值 所在,1
3291,手感 不错 清晰度 高 拍照 清晰 放大 模糊,1
3292,说真的 新品 发布 段时间 犹豫 下单 最终 抵御 诱惑 下单 说 说 下单 当天 收到 说 京东 物流 真心 款 手机 外观 大气 漂亮 屏幕 音效 都 拍照 效果 逼真 运行 速度 真的 发热,1
3293,机身 完美 运行 速度 拍照 效果 杠杠 音效 待机时间 还 不错 好评,1
3294,真的 好用 华为 讲真 华为 耐用 去年 月份 5000 元 买 华为 p20pro 现在 充电 发 烫得 厉害 卡 华为 手机 现在 做 真的 外观 漂亮 新颖 拍照 顶尖 技术 真的 用怕 月 20 苹果 发售 果断 下单 县级市 快递 第二天 早上 有所 期待 希望 能用 久 华为 系统 苹果 没什么 说 我会 毫不犹豫 买 华为 感觉 华为 迟早会 迎来,1
3295,星期 总体 来说 挺 满意 入手 两部 送货 机子 完美无瑕 疵 中意 续航 杠杠 一冲 黑边 看 习惯 真香 双十 香,1
3296,外观 好看 形象 非常 300 块钱 优惠券 商品 性价比 高 手机 待机时间 很长 双色 广角 拍照 挺 好看 差 现在 换成 十一 感觉 挺 划算 手机 配色 比较 茶 起来 运行 速度 变快 系统 一点 bug 京东 物流 很快 手机 下款 天 收到 真 整体 来说 不错 购物 体验 xr 黑色 换成 白色 感觉 白色 挺 好看 本来 想 买 绿色 没有 货,1
3297,外形 不错 手感 摄像 功能 挺不错 刚上 手 还 需 研究 研究 总体 不错,1
3298,真香机 知道 屏幕 音效 很棒 拍照 效果 夜景 没话说 运行 流畅,1
3299,一周 只能 说 苹果 这波 操作 太 良心 手机 非常 外穿 发热 毛病 都 没有 白色 超 好看 京东 物流业 一百个 赞 次日 到货 不用,1
3300,iPhone 都 京东 买 这次 非常 不错 运行 速度 相当 牛 相机 效果 非常 边框 觉得 听说 宽 红色 相当 漂亮,1
3301,非常感谢 感受 非常 不错 性能 强悍 低功耗 没有 网上 舆论 体验 玩游戏 不发 烫 做工 精致 外观 非常 漂亮 都 议论 说 苹果 这次 没有 5G 网 明后 年 普及 时会 赶不上 问题 相信 惊慌 苹果 官方 以旧换新 换购 明年 苹果 5G 网 iPhone 保值 率 时 以旧换新 太 缩水 感觉 敢花 上万元 买 iPhone   pro   mxs 机主 购买 原因 保值 敢 买 整体 来说 款 性价比 买 完 感觉 非常 香,1
3302,当天 买 当天 收到 货 京东 物流配送 好快 手机 运行 速度 手感 不错 代理 时间 长 拍照 效果 非常 中意 红色 外观 很骚 值得 购买,1
3303,没有 想法 真香 知道 最好 考虑 喜欢,1
3304,大半个 月 系统 流畅 不愧 苹果 几年 iphone7plus 退役 抹 茶 绿 不错 养眼,1
3305,手机 上手 不错 运行 速度 真的 明显 感觉 xs 性价比 高 赞,1
3306,颜色 喜欢 特别 喜欢   手感 特别     有点 遗憾 没有 抢到 128     256   64 感觉 勉勉强强,1
3307,没有 犹豫 买 爱国 喜好 更加 喜欢 苹果 简约 清晰 系统 质量 开机 感觉 烫手 原因 未知 挺 正常 外观 不错 手机 用久 都 想着 每天 都 东西 现在 换 手机 非常 麻烦 换 手机号 希望 老婆 买 老 手机 很卡 耗电 有时候 耽误 正事 暂时 满意 加油 赚钱 少年 想要 东西 努力奋斗 京东 物流 发展 点赞 电商 巨头 点赞 不用 担心 买 假货 而点 赞,1
3308,外观 精致 优雅 系统 顺滑 流畅 6plus 夜晚 曝光 效果 非常 不错 黑黢黢 都 清晰 拍 轮廓,1
3309,一段时间   说 感受   没有 发烫   不卡   手机信号   照相 清晰,1
3310,非常 非常 期待 部手机 物流 不给力 9.20 没能 收到 一早 收到 开心 屏幕 拍照 效果 真的 续航 能力 强,1
3311,挺 8p 换到   是因为 双卡 黑 无视 流畅 信号 没有 差 买手机 首选 京东,1
3312,起来 运行 速度 电池 确实 支撑 时间 长 香芋 紫 颜色 好看 有时候 会发 烫,1
3313,快递 很快 第二天 收到 像素 非常 提升 几个 档次 大小 正合适 美中不足 没能 赠送 手机 壳 钢化 膜 希望 京东 做 活动,1
3314,紫色 实物 没 网上 看 图片 惊艳 喜欢 手机 没什么 问题 信号 满格 不像 说 差 京东 速度 实在 杠杠 17 号 下单 第一批 赞,1
3315,三星 过来   的确 流畅   速度 很快   开机 激活 发热 正常 现象   体验 分 高   女孩 适合,1
3316,都 说 热   我用 几天 感觉 蛮   一点 都 热   快递 大哥 很快   晚上 下单 第二天 中午,1
3317,月 20 日前 预订 京东 20 日 早晨 不到 点 发货 下午 点 到手 手机 符合 描述 运行 速度,1
3318,第一批 苹果 小白鼠 手 感觉 不错 颜色 超 好看 性能 一段时间 做 评论,1
3319,第一 时间 入手 XS   MAX 相比 浴霸 实在 太丑 买 Pro 原因 配备 A13 仿生 处理器 性能 来讲 性价比 超高 值 5G 明年,1
3320,外观 很靓 音效 俱佳 拍照 功能强大 运行 流畅 待机 没 问题,1
3321,赞 京东 早上 绿色 现货 下午 绿色 真的 太美 知更鸟 蓝 蒂 凡尼绿 京东 包装 都 舍不得 扔 设计师 满分,1
3322,好用 系统 完美 机身 设计 漂亮 价格 国产手机 逼 这次 低 照相 很棒 京东 开发票 方便 送货 给力,1
3323,京东 神速 上午 下单 当晚 紫色 iphone 真的 好看 女朋友 超级 喜欢 几天 机子 非常 电子产品 京东 说 非常 赞,1
3324,上午 拍 下午 收到 京东 物流 真的 非常 准时 用惯 苹果 系统 紫色 女儿 比较 喜欢 女孩子 色彩 比较 第一 时间 买 手机 习惯 系统 喜好 问题 因素 正品 保证 挺 购物 体验,1
3325,激活 一点 发热 起来 方面 都 正常 face   ID 解锁 体验 超赞 超 广角镜头 实用,1
3326,刚上 手 爱不释手 特别 喜欢 继续 支持 续航 能力 进一步 提升 喜欢,1
3327,运气 本来 想 买 紫色 不到 没货 看 黄色 不错 一台 抢到 京东 物流 快递 没 失望 原本 隔天 配送 原因 耽搁 总体 感觉 还 不错 拿到 手机 操作 设置 运行 流畅 整体 不错,1
3328,超级 喜欢 老公 一人 很漂亮 颜色 厚重 都 质感 喜欢 买 都 有点 问题 支持 京东 希望 修复 手机 问题,1
3329,送 老公 希望 喜欢 外观 手感 都 不错 苹粉 越来越 电子设备 全是 苹果,1
